u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution,collected,shakun,marcott,new,filename,uploader,source,proxy_category
755,,3.618667,-83.970667,TR163-31P,,-3205,,,"Dubois et al., 2011",2011,,,,,,UK37,,,,,422,,,,,57.csv,NA,New Compilation,UK37
756,,1.367,-33.483,VM25-59,,-3824,,,"Arbuszewski et al., 2013",2013,,,,,,Mg/Ca,,,,,941,,,,,58.csv,Jones,New Compilation,Mg/Ca
757,,0.0833,37.533,Sacred2012,,2350,,,"Loomis et al., 2012",2012,,,,,,GDGT,,,,,320,,,,,59.csv,Jones,New Compilation,GDGT
758,,0.021667,-86.463,ME0005A-24JC,,-2941,,,NA,,,,,,,UK37,,,,,NA,,,,,60.csv,NA,New Compilation,UK37
759,,-0.2,-23.15,VM30-40,,-3706,,,"Arbuszewski et al., 2013",2013,,,,,,Mg/Ca,,,,,807,,,,,61.csv,Jones,New Compilation,Mg/Ca
760,,-0.672,-82.081,ODP1239,,-1414,,,"Dyez et al., 2016; Rincon-Martinez et al., 2010", 2016; Rincon-Martinez et al.,,,,,,UK37,,,,,362,,,,,62.csv,Jones,New Compilation,UK37
761,,-1.3366,-11.9,RC24-08,,-3882,,,"Arbuszewski et al., 2013",2013,,,,,,Mg/Ca,,,,,515,,,,,63.csv,Jones,New Compilation,Mg/Ca
762,,-1.8533,-82.7867,ME0005A-27JC,,-2203,,,"Dubois et al., 2014",2014,,,,,,UK37,,,,,461,,,,,64.csv,Jones,New Compilation,UK37
763,,-2.18,-11.25,RC24-11,,-3445,,,"Arbuszewski et al., 2013",2013,,,,,,Mg/Ca,,,,,1000,,,,,65.csv,Jones,New Compilation,Mg/Ca
764,,-3.32,34.319,Lake_Challa,,880,,,"Damste et al., 2012",2012,,,,,,GDGT,,,,,110,,,,,66.csv,McDowell,New Compilation,GDGT
765,,-3.6299,119.36,SO217_2-3,,-688,,,Schr枚der et al. 2016,2016,,,,,,Mg/Ca,,,,,80,,,,,67.csv,Marcott,New Compilation,Mg/Ca
766,,-3.7498,-81.1247,M77/2_056-5,,-355,,,N眉rnberg et al. 2015,2015,,,,,,Mg/Ca,,,,,130,,,,,68.csv,Marcott,New Compilation,Mg/Ca
767,,-3.7498,-81.1247,M77/2_056-5,,-355,,,N眉rnberg et al. 2015,2015,,,,,,Mg/Ca,,,,,60,,,,,69.csv,Marcott,New Compilation,Mg/Ca
768,,-3.9502,-81.3205,M77/2_059-1,,-997,,,N眉rnberg et al. 2015,2015,,,,,,Mg/Ca,,,,,100,,,,,70.csv,Marcott,New Compilation,Mg/Ca
769,,-3.9502,-81.3205,M77/2_059-1,,-997,,,N眉rnberg et al. 2015,2015,,,,,,Mg/Ca,,,,,60,,,,,71.csv,Marcott,New Compilation,Mg/Ca
770,,-3.9502,-81.3205,M77/2_059-1,,-997,,,N眉rnberg et al. 2015,2015,,,,,,UK37,,,,,60,,,,,72.csv,Marcott,New Compilation,UK37
771,,-6.33,103.88,MD98-2152,,-1796,,,"Windler et al., 2019",2019,,,,,,UK37,,,,,2255,,,,,73.csv,McDowell,New Compilation,UK37
772,,-7.1135,104.643,GeoB10042-1,,-2454,,,Seitwawan et al. 2015,2015,,,,,,Mg/Ca,,,,,320,,,,,74.csv,Marcott,New Compilation,Mg/Ca
773,,-7.3095,105.0588,GeoB10043-3,,-2171,,,Seitwawan et al. 2015,2015,,,,,,Mg/Ca,,,,,520,,,,,75.csv,Marcott,New Compilation,Mg/Ca
774,,-9.36645,29.983,SO18471,,-485,,,"Capelli et al., 2016",2016,,,,,,Mg/Ca,,,,,1000,,,,,76.csv,McDowell,New Compilation,Mg/Ca
775,,-11.29389,34.43722,MAL05-1,,378,,,"Johnson et al., 2016",2016,,,,,,TEX86,,,,,368,,,,,77.csv,Jones,New Compilation,TEX86
776,,-18.2412,37.8685,GIK16160-3,,-1339,,,"Wang et al., 2013",2013,,,,,,UK37,,,,,209,,,,,78.csv,Jones,New Compilation,UK37
777,,-18.2412,37.8685,GIK16160-3,,-1339,,,"Wang et al., 2013",2013,,,,,,Mg/Ca,,,,,241,,,,,79.csv,Jones,New Compilation,Mg/Ca
778,,-24.8384,-44.318733,NAP 63-1,,-842,,,"Dauner et al., 2019",2019,,,,,,UK37,,,,,931,,,,,80.csv,Jones,New Compilation,UK37
779,,-24.8384,-44.318733,NAP 63-1,,-842,,,"Dauner et al., 2019",2019,,,,,,TEX86,,,,,931,,,,,81.csv,Jones,New Compilation,TEX86
780,,-24.8384,-44.318733,NAP 63-1,,-842,,,"Dauner et al., 2019",2019,,,,,,LDI,,,,,931,,,,,82.csv,Jones,New Compilation,LDI
781,,-34.71,17.338,MD02-2594,,-2440,,,"Dyez et al., 2014",2014,,,,,,Mg/Ca,,,,,363,,,,,83.csv,Jones,New Compilation,Mg/Ca
782,,-36.9607,137.4065,MD03-2607,,-865,,,"Lopos Dos Santos et al., 2013",2013,,,,,,UK37,,,,,421,,,,,84.csv,Jones,New Compilation,UK37
783,,-36.9607,137.4065,MD03-2607,,-865,,,"Lopos Dos Santos et al., 2013",2013,,,,,,TEX86,,,,,421,,,,,85.csv,Jones,New Compilation,TEX86
784,,-36.9607,137.4065,MD03-2607,,-865,,,"Lopos Dos Santos et al., 2013",2013,,,,,,LDI,,,,,421,,,,,86.csv,Jones,New Compilation,LDI
785,,-37.26,176.64,RR0503-87JPC,,-663,,,"Sikes et al., 2019",2019,,,,,,UK37,,,,,210,,,,,87.csv,Jones,New Compilation,UK37
786,,-37.26,176.64,RR0503-87JPC,,-663,,,"Sikes et al., 2019",2019,,,,,,Mg/Ca,,,,,210,,,,,88.csv,Jones,New Compilation,Mg/Ca
787,,-37.26,176.64,RR0503-87TC,,-663,,,"Sikes et al., 2019",2019,,,,,,UK37,,,,,187,,,,,89.csv,Jones,New Compilation,UK37
788,,-41.6,-74.95,MD07-3100,,-1609,,,"Haddam et al., 2018",2018,,,,,,foraminifera,,,,,200 (deglacial),,,,,90.csv,Jones,New Compilation,foraminifera
789,,-42.91,8.9,TN057-06-PC4,,-3571,,,"Anderson, 2014",2014,,,,,,UK37,,,,,400,,,,,91.csv,Jones,New Compilation,UK37
790,,-46.067,-75.683,MD07-3088,,-1536,,,"Haddam et al., 2018",2018,,,,,,UK37,,,,,90,,,,,92.csv,Jones,New Compilation,UK37
791,,-46.067,-75.683,MD07-3088,,-1536,,,"Haddam et al., 2018",2018,,,,,,foraminifera,,,,,90,,,,,93.csv,Jones,New Compilation,foraminifera
792,,-49.167,-76.567,MD07-3082,,-1792,,,"Haddam et al., 2018",2018,,,,,,foraminifera,,,,,210 (deglacial),,,,,94.csv,Jones,New Compilation,foraminifera
793,,-49.917,-74.383,NBP05-05JPC42,,-904,,,"Caniupan et al., 2011",2011,,,,,,UK37,,,,,110,,,,,95.csv,Jones,New Compilation,UK37
794,,-50.516,-74.972167,MD07-3124,,-564,,,"Caniupan et al., 2014",2014,,,,,,UK37,,,,,100,,,,,96.csv,Jones,New Compilation,UK37
795,,-52.6595,-75.56616,MD07-3128,,-1032,,,"Caniupan et al., 2011",2011,,,,,,UK37,,,,,150 (deglacial),,,,,97.csv,Jones,New Compilation,UK37
796,,-53.033,-73.9,CHURR,,-80,,,"Caniupan et al., 2014",2014,,,,,,UK37,,,,,200,,,,,98.csv,Jones,New Compilation,UK37
797,,26.767,119.033,SZY,,1007,,,"Wang et al., 2017",2017,,,,,,GDGT,,,,,400,,,,,99.csv,Jones,New Compilation,GDGT
798,,26.767,119.033,SZY,,1007,,,"Wang et al., 2017",2017,,,,,,GDGT,,,,,400,,,,,99.csv,Jones,New Compilation,GDGT
799,,26.634389,99.716667,TCK1,,3900,,,"Zhang et al., 2017",2017,,,,,,chironomid,,,,,84,,,,,100.csv,Jones,New Compilation,chironomid
800,,20.1,117.4,17940,,-1968,,,"Pelejero et al., 1999",,,,,,,UK37,,,,,161,,,,,,Shakun_paper,Shakun et al 2012,UK37
801,,14.3,57.3,74KL,,-3212,,,"Huguet et al., 2006",,,,,,,UK37,,,,,304,,,,,,Shakun_paper,Shakun et al 2012,UK37
802,,14.3,57.3,74KL,,-3212,,,"Huguet et al., 2006",,,,,,,TEX86,,,,,310,,,,,,Shakun_paper,Shakun et al 2012,TEX86
803,,67.5,-165,Beringia A,,-,,,"Viau et al., 2008",,,,,,,pollen,,,,,101,,,,,,Shakun_paper,Shakun et al 2012,pollen
804,,67.5,-137.5,Beringia B,,-,,,"Viau et al., 2008",,,,,,,pollen,,,,,101,,,,,,Shakun_paper,Shakun et al 2012,pollen
805,,62.5,-165,Beringia C,,-,,,"Viau et al., 2008",,,,,,,pollen,,,,,124,,,,,,Shakun_paper,Shakun et al 2012,pollen
806,,62.5,-137.5,Beringia D,,-,,,"Viau et al., 2008",,,,,,,pollen,,,,,101,,,,,,Shakun_paper,Shakun et al 2012,pollen
807,,38.4,13.6,BS79-38,,-1489,,,"Cacho et al., 2001",,,,,,,UK37,,,,,316,,,,,,Shakun_paper,Shakun et al 2012,UK37
808,,68.4,-159.2,Burial Lake,,460,,,"Kurek et al., 2009",,,,,,,chironomid,,,,,352,,,,,,Shakun_paper,Shakun et al 2012,chironomid
809,,41.8,-47.4,CH 69-09,,-4100,,,"Waelbroeck et al., 2001",,,,,,,foraminifera,,,,,167,,,,,,Shakun_paper,Shakun et al 2012,foraminifera
810,,-75.1,123.4,DomeC,,3240,,,"Stenni et al., 2010; Lemieux-Dudon et al., 2010",,,,,,,d18O,,,,,103,,,,,,Shakun_paper,Shakun et al 2012,d18O
811,,-77.3,39.7,DomeF,,3810,,,"Kawamura et al., 2007",,,,,,,d18O,,,,,500,,,,,,Shakun_paper,Shakun et al 2012,d18O
812,,-75,0,EDML,,2892,,,"Stenni et al., 2010; Lemieux-Dudon et al., 2010",,,,,,,d18O,,,,,103,,,,,,Shakun_paper,Shakun et al 2012,d18O
813,,27,-91.3,EN32-PC6,,-2280,,,"Flower et al., 2004",,,,,,,Mg/Ca,,,,,185,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
814,,-17.2,11,GeoB 1023-5,,-1978,,,"Kim et al., 2002",,,,,,,UK37,,,,,97,,,,,,Shakun_paper,Shakun et al 2012,UK37
815,,-4.6,-36.6,GeoB 3129,,-830,,,"Weldeab et al, 2006",,,,,,,Mg/Ca,,,,,112,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
816,,-4.2,-36.3,GeoB 3910,,-2362,,,"Jaeschke et al., 2007",,,,,,,UK37,,,,,221,,,,,,Shakun_paper,Shakun et al 2012,UK37
817,,2.5,9.4,GeoB 4905,,-1328,,,"Weldeab et al,. 2005",,,,,,,Mg/Ca,,,,,180,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
818,,27.7,34.7,GeoB 5844-2,,-963,,,"Arz et al., 2003",,,,,,,UK37,,,,,316,,,,,,Shakun_paper,Shakun et al 2012,UK37
819,,-5.6,11.2,GeoB 6518-1,,-962,,,"Weijers et al., 2007",,,,,,,MBT,,,,,189,,,,,,Shakun_paper,Shakun et al 2012,MBT
820,,-5.6,11.2,GeoB 6518-1,,-962,,,"Schefu_ et al., 2005",,,,,,,UK37,,,,,204,,,,,,Shakun_paper,Shakun et al 2012,UK37
821,,-30.2,-72,GeoB 7139-2,,-3270,,,"Kaiser et al., 2008",,,,,,,UK37,,,,,330,,,,,,Shakun_paper,Shakun et al 2012,UK37
822,,31.7,34.1,GeoB 7702-3,,-562,,,"Casta_eda et al., 2010",,,,,,,TEX86,,,,,316,,,,,,Shakun_paper,Shakun et al 2012,TEX86
823,,72.6,-37.6,GRIP,,3200,,,"Rasmussen et al., 2006, 2007",,,,,,,d18O,,,,,20,,,,,,Shakun_paper,Shakun et al 2012,d18O
824,,32.6,-76.3,KNR140-51GGC,,-1790,,,"Carlson et al., 2008",,,,,,,Mg/Ca,,,,,397,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
825,,-27.5,-46.5,KNR159-5-36GGC,,-1268,,,"Carlson et al., 2008",,,,,,,Mg/Ca,,,,,484,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
826,,32.6,138.6,KT92-17 St. 14,,-3252,,,"Sawada and Handa, 1998",,,,,,,UK37,,,,,443,,,,,,Shakun_paper,Shakun et al 2012,UK37
827,,31.6,128.9,KY07-04-01,,-758,,,"Kubota et al., 2010",,,,,,,Mg/Ca,,,,,115,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
828,,12.1,-61.3,M35003-4,,-1299,,,"R¨¹hlemann et al., 1999",,,,,,,UK37,,,,,344,,,,,,Shakun_paper,Shakun et al 2012,UK37
829,,36.4,-7.1,M39-008,,-576,,,"Cacho et al., 2001",,,,,,,UK37,,,,,155,,,,,,Shakun_paper,Shakun et al 2012,UK37
830,,-13.1,121.8,MD01-2378,,-1783,,,"Xu et al., 2008",,,,,,,Mg/Ca,,,,,131,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
831,,6.6,113.4,MD01-2390,,-1545,,,"Steinke et al., 2008",,,,,,,UK37,,,,,287,,,,,,Shakun_paper,Shakun et al 2012,UK37
832,,6.6,113.4,MD01-2390,,-1545,,,"Steinke et al., 2008",,,,,,,Mg/Ca,,,,,221,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
833,,36,141.8,MD01-2421,,-2224,,,"Isono et al., 2009",,,,,,,UK37,,,,,246,,,,,,Shakun_paper,Shakun et al 2012,UK37
834,,51.8,-12.9,MD01-2461,,-1153,,,"Peck et al., 2008",,,,,,,Mg/Ca,,,,,116,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
835,,8.2,-84.1,MD02-2529,,-1619,,,"Leduc et al., 2007",,,,,,,UK37,,,,,282,,,,,,Shakun_paper,Shakun et al 2012,UK37
836,,29,-87.1,MD02-2575,,-847,,,"Ziegler et al., 2008",,,,,,,Mg/Ca,,,,,282,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
837,,-36.7,136.7,MD03-2611,,-2420,,,"Calvo et al., 2007",,,,,,,UK37,,,,,344,,,,,,Shakun_paper,Shakun et al 2012,UK37
838,,2.5,9.4,MD03-2707,,-1295,,,"Weldeab et al., 2007",,,,,,,Mg/Ca,,,,,90,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
839,,-20.4,36.3,MD79257,,-1260,,,"Bard et al., 1997",,,,,,,UK37,,,,,282,,,,,,Shakun_paper,Shakun et al 2012,UK37
840,,-46,96.5,MD88-770,,-3290,,,"Labeyrie et al., 1996",,,,,,,foraminifera,,,,,218,,,,,,Shakun_paper,Shakun et al 2012,foraminifera
841,,37.1,-32,MD95-2037,,-2630,,,"Calvo et al., 2001",,,,,,,UK37,,,,,152,,,,,,Shakun_paper,Shakun et al 2012,UK37
842,,36.1,-2.6,MD95-2043,,-1841,,,"Cacho et al., 1999",,,,,,,UK37,,,,,113,,,,,,Shakun_paper,Shakun et al 2012,UK37
843,,-45.5,174.9,MD97-2120,,-1210,,,"Pahnke and Sachs, 2006",,,,,,,UK37,,,,,122,,,,,,Shakun_paper,Shakun et al 2012,UK37
844,,-40.4,178,MD97-2121,,-3014,,,"Pahnke and Sachs, 2006",,,,,,,UK37,,,,,84,,,,,,Shakun_paper,Shakun et al 2012,UK37
845,,8.8,121.3,MD97-2141,,-3633,,,"Rosenthal et al., 2003",,,,,,,Mg/Ca,,,,,78,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
846,,-4.7,117.9,MD9821-62,,-1855,,,"Visser et al., 2003",,,,,,,Mg/Ca,,,,,323,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
847,,-9.7,118.4,MD98-2165,,-2100,,,"Levi et al., 2007",,,,,,,Mg/Ca,,,,,176,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
848,,-10.6,125.4,MD98-2170,,-832,,,"Stott et al., 2007",,,,,,,Mg/Ca,,,,,369,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
849,,-5,133.4,MD98-2176,,-2382,,,"Stott et al., 2007",,,,,,,Mg/Ca,,,,,119,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
850,,6.3,125.8,MD98-2181,,-2114,,,"Stott et al., 2007",,,,,,,Mg/Ca,,,,,56,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
851,,31.6,129,MD98-2195,,-746,,,"Ijiri et al., 2005",,,,,,,UK37,,,,,165,,,,,,Shakun_paper,Shakun et al 2012,UK37
852,,0,-86.5,ME0005A-24JC,,-2941,,,"Kienast et al., 2006",,,,,,,UK37,,,,,209,,,,,,Shakun_paper,Shakun et al 2012,UK37
853,,7.9,-83.6,ME0005A-43JC ,,-1368,,,"Benway et al., 2006",,,,,,,Mg/Ca,,,,,207,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
854,,55.5,-14.7,NA 87-22,,-2161,,,"Waelbroeck et al., 2001",,,,,,,foraminifera,,,,,246,,,,,,Shakun_paper,Shakun et al 2012,foraminifera
855,,75.1,-42.3,NGRIP,,2917,,,"Rasmussen et al., 2006; Andersen et al., 2006",,,,,,,d18O,,,,,20,,,,,,Shakun_paper,Shakun et al 2012,d18O
856,,10.8,51.9,NIOP-905,,-1567,,,"Huguet et al., 2006",,,,,,,UK37,,,,,204,,,,,,Shakun_paper,Shakun et al 2012,UK37
857,,10.8,51.9,NIOP-905,,-1567,,,"Huguet et al., 2006",,,,,,,TEX86,,,,,204,,,,,,Shakun_paper,Shakun et al 2012,TEX86
858,,-6.7,29.6,"NP04-KH3, NP04-KH4",,773,,,"Tierney et al., 2008",,,,,,,TEX86,,,,,221,,,,,,Shakun_paper,Shakun et al 2012,TEX86
859,,-25.5,13,ODP 1084B,,-1992,,,"Farmer et al., 2005",,,,,,,Mg/Ca,,,,,91,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
860,,20.1,117.6,ODP 1144,,-2037,,,"Wei et al, 2007",,,,,,,Mg/Ca,,,,,337,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
861,,-41,-74.5,ODP 1233,,-838,,,"Lamy et al., 2007",,,,,,,UK37,,,,,112,,,,,,Shakun_paper,Shakun et al 2012,UK37
862,,20.8,-18.6,ODP 658C,,-2263,,,"deMenocal et al., 2000",,,,,,,foraminifera,,,,,176,,,,,,Shakun_paper,Shakun et al 2012,foraminifera
863,,20.8,-18.6,ODP 658C,,-2263,,,"Zhao et al., 1995",,,,,,,UK37,,,,,115,,,,,,Shakun_paper,Shakun et al 2012,UK37
864,,40.4,143.5,PC-6,,-2215,,,"Minoshima et al., 2007",,,,,,,UK37,,,,,167,,,,,,Shakun_paper,Shakun et al 2012,UK37
865,,10.7,-65,PL07-39PC,,-790,,,"Lea et al., 2003",,,,,,,Mg/Ca,,,,,110,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
866,,34.9,113.3,Section MS2008E,,~200,,,"Peterse et al., 2011",,,,,,,MBT,,,,,397,,,,,,Shakun_paper,Shakun et al 2012,MBT
867,,-43.5,167.9,SO136-GC11,,-1556,,,"Barrows et al., 2007",,,,,,,UK37,,,,,194,,,,,,Shakun_paper,Shakun et al 2012,UK37
868,,37.8,-10.2,SU81-18,,-3135,,,"Bard et al., 2002",,,,,,,UK37,,,,,277,,,,,,Shakun_paper,Shakun et al 2012,UK37
869,,37.8,-10.2,SU81-18,,-3135,,,"Waelbroeck et al., 2001",,,,,,,foraminifera,,,,,484,,,,,,Shakun_paper,Shakun et al 2012,foraminifera
870,,-41.1,7.8,TN057-21,,-4981,,,"Barker et al., 2009",,,,,,,Mg/Ca,,,,,168,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
871,,-41.1,7.8,TN057-21-PC2,,-4981,,,"Sachs et al., 2001",,,,,,,UK37,,,,,110,,,,,,Shakun_paper,Shakun et al 2012,UK37
872,,0.5,-92.4,TR163-22,,-2830,,,"Lea et al., 2006",,,,,,,Mg/Ca,,,,,242,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
873,,-2.4,-84.7,V19-28,,-2720,,,"Koutavas and Sachs, 2008",,,,,,,UK37,,,,,596,,,,,,Shakun_paper,Shakun et al 2012,UK37
874,,-1.2,-89.7,V21-30,,-617,,,"Koutavas and Sachs, 2008",,,,,,,UK37,,,,,360,,,,,,Shakun_paper,Shakun et al 2012,UK37
875,,-1.2,-89.7,V21-30,,-617,,,"Koutavas et al., 2002",,,,,,,Mg/Ca,,,,,408,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
876,,11.6,-78.4,VM28-122,,-3623,,,"Schmidt et al., 2004",,,,,,,Mg/Ca,,,,,352,,,,,,Shakun_paper,Shakun et al 2012,Mg/Ca
877,,-78.5,108,Vostok,,3500,,,"Petit et al., 1999",,,,,,,dD,,,,,62,,,,,,Shakun_paper,Shakun et al 2012,dD
878,,42.5,-127.7,W8709A-8,,-3111,,,"Prahl et al., 1995",,,,,,,UK37,,,,,620,,,,,,Shakun_paper,Shakun et al 2012,UK37
879,,27.7,34.7,GeoB5844-2,,-963,,,"Arz et al., 2003 (4)",,,,,,,UK37,,,,,300,,,,,,Marcott_paper,Marcott et al 2013,UK37
880,,41.7,-124.9,ODP-1019D,,-980,,,"Barron et al., 2003 (5)",,,,,,,UK37,,,,,140,,,,,,Marcott_paper,Marcott et al 2013,UK37
881,,-43.5,167.9,SO136-GC11,,-1556,,,"Barrows et al., 2007(6)",,,,,,,UK37,,,,,290,,,,,,Marcott_paper,Marcott et al 2013,UK37
882,,67,-18,JR51GC-35,,-420,,,Bendle and Rosell-Mel¨¦ 2007 (7),,,,,,,UK37,,,,,110,,,,,,Marcott_paper,Marcott et al 2013,UK37
883,,7.9,-83.6,ME005A-43JC,,-1368,,,"Benway et al.,2006 (9)",,,,,,,Mg/Ca,,,,,200,,,,,,Marcott_paper,Marcott et al 2013,Mg/Ca
884,,36.1,-2.6,MD95-2043,,-1000,,,"Cacho et al., 2001 (10)",,,,,,,UK37,,,,,110,,,,,,Marcott_paper,Marcott et al 2013,UK37
885,,39.4,-7.1,M39-008,,-576,,,"Cacho et al., 2001 (10)",,,,,,,UK37,,,,,140,,,,,,Marcott_paper,Marcott et al 2013,UK37
886,,67,7.6,MD95-2011,,-1048,,,"Calvo et al., 2002 (11)",,,,,,,UK37,,,,,60,,,,,,Marcott_paper,Marcott et al 2013,UK37
887,,61.4,-24.1,ODP 984,,-1648,,,"Came et al., 2007 (12)",,,,,,,Mg/Ca,,,,,110,,,,,,Marcott_paper,Marcott et al 2013,Mg/Ca
888,,31.7,34.1,GeoB 7702-3,,-562,,,"Casta_eda et al., 2010 (14)",,,,,,,TEX86,,,,,210,,,,,,Marcott_paper,Marcott et al 2013,TEX86
889,,61.4,-143.6,Moose Lake,,437,,,"Clegg et al., 2010 (15)",,,,,,,chironomid,,,,,50,,,,,,Marcott_paper,Marcott et al 2013,chironomid
890,,20.8,-18.6,ODP 658C,,-2263,,,"deMenocal et al., 2000 (16)",,,,,,,foraminifera,,,,,110,,,,,,Marcott_paper,Marcott et al 2013,foraminifera
891,,67,7.6,Composite: MD95-2011; HM79-4,,-,,,"Dolven et al., 2002 (17)",,,,,,,radiolaria,,,,,90,,,,,,Marcott_paper,Marcott et al 2013,radiolaria
892,,57.7,7.1,IOW225517,,-293,,,"Emeis et al., 2003 (18)",,,,,,,UK37,,,,,120,,,,,,Marcott_paper,Marcott et al 2013,UK37
893,,57.8,8.7,IOW225514,,-420,,,"Emeis et al., 2003 (18)",,,,,,,UK37,,,,,70,,,,,,Marcott_paper,Marcott et al 2013,UK37
894,,36.7,17.7,M25/4-KL11,,-3376,,,"Emeis et al., 2003 (18)",,,,,,,UK37,,,,,260,,,,,,Marcott_paper,Marcott et al 2013,UK37
895,,-25.5,13,ODP 1084B,,-1992,,,"Farmer et al., 2005 (20)",,,,,,,Mg/Ca,,,,,90,,,,,,Marcott_paper,Marcott et al 2013,Mg/Ca
896,,40.9,18.6,AD91-17,,-844,,,"Giunta et al., 2001 (21)",,,,,,,UK37,,,,,190,,,,,,Marcott_paper,Marcott et al 2013,UK37
897,,14.3,57.3,74KL,,-3212,,,"Huguet et al., 2006 (22)",,,,,,,UK37,,,,,300,,,,,,Marcott_paper,Marcott et al 2013,UK37
898,,14.3,57.3,74KL,,-3212,,,"Huguet et al., 2006 (22)",,,,,,,TEX86,,,,,300,,,,,,Marcott_paper,Marcott et al 2013,TEX86
899,,10.6,51.9,NIOP-905,,-1567,,,"Huguet et al., 2006 (22)",,,,,,,UK37,,,,,180,,,,,,Marcott_paper,Marcott et al 2013,UK37
900,,10.6,51.9,NIOP-905,,-1567,,,"Huguet et al., 2006 (22)",,,,,,,TEX86,,,,,180,,,,,,Marcott_paper,Marcott et al 2013,TEX86
901,,36,141.8,Composite: MD01-2421; KR02-06 St.A GC; KR02-06 St.A MC,,-2224,,,"Isono et al., 2009 (24)",,,,,,,UK37,,,,,60,,,,,,Marcott_paper,Marcott et al 2013,UK37
902,,-4.2,-36.3,GeoB 3910,,-2362,,,"Jaeschke et al., 2007 (25)",,,,,,,UK37,,,,,400,,,,,,Marcott_paper,Marcott et al 2013,UK37
903,,-75.1,123.4,"Dome C, Antarctica",,3240,,,"Jouzel et al., 2007 (26)",,,,,,,dD,,,,,20,,,,,,Marcott_paper,Marcott et al 2013,dD
904,,-30.2,-72,GeoB 7139-2,,-3270,,,"Kaiser et al., 2008 (27)",,,,,,,UK37,,,,,500,,,,,,Marcott_paper,Marcott et al 2013,UK37
905,,-77.3,39.7,"Dome F, Antarctica",,3810,,,"Kawamura et al., 2007 (28)",,,,,,,dD,,,,,500,,,,,,Marcott_paper,Marcott et al 2013,dD
906,,5.7,110.7,18287-3,,-598,,,"Kienast et al., 2001 (29)",,,,,,,UK37,,,,,260,,,,,,Marcott_paper,Marcott et al 2013,UK37
907,,-17.2,11,GeoB 1023-5,,-1978,,,"Kim et al., 2002 (30)",,,,,,,UK37,,,,,180,,,,,,Marcott_paper,Marcott et al 2013,UK37
908,,36.4,-7.1,GeoB 5901-2,,-574,,,"Kim et al., 2004 (31)",,,,,,,UK37,,,,,120,,,,,,Marcott_paper,Marcott et al 2013,UK37
909,,31.6,129,KY07_04_01,,-2114,,,"Kubota et al., 2010 (32)",,,,,,,Mg/Ca,,,,,100,,,,,,Marcott_paper,Marcott et al 2013,Mg/Ca
910,,68.4,-138.4,Hanging Lake,,500,,,"Kurek et al., 2009 (33)",,,,,,,chironomid,,,,,150,,,,,,Marcott_paper,Marcott et al 2013,chironomid
911,,-41,-74.3,GeoB 3313-1,,825,,,"Lamy et al., 2002 (34)",,,,,,,UK37,,,,,90,,,,,,Marcott_paper,Marcott et al 2013,UK37
912,,68.4,19.2,Lake 850,,850,,,"Larocque et al., 2004 (35)",,,,,,,chironomid,,,,,80,,,,,,Marcott_paper,Marcott et al 2013,chironomid
913,,68.4,18.7,Lake Nujulla,,999,,,"Larocque et al., 2004 (35)",,,,,,,chironomid,,,,,190,,,,,,Marcott_paper,Marcott et al 2013,chironomid
914,,10.7,-65,PL07-39PC,,-790,,,"Lea et al., 2003 (36)",,,,,,,Mg/Ca,,,,,180,,,,,,Marcott_paper,Marcott et al 2013,Mg/Ca
915,,8.2,-84.1,MD02-2529,,-1619,,,"Leduc et al., 2007 (37)",,,,,,,UK37,,,,,290,,,,,,Marcott_paper,Marcott et al 2013,UK37
916,,-9.7,118.3,MD98-2165,,-2100,,,"Levi et al., 2007 (39)",,,,,,,Mg/Ca,,,,,220,,,,,,Marcott_paper,Marcott et al 2013,Mg/Ca
917,,-20.4,36.3,MD79-257,,-1262,,,"Levi et al., 2008 (39)",,,,,,,foraminifera,,,,,300,,,,,,Marcott_paper,Marcott et al 2013,foraminifera
