u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution,collected,shakun,marcott,new,filename,uploader,source,proxy_category
664,421,67.12,59.57,Tumbulovaty,Tumbulovaty.Kultti.2004.lpd,115,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"V _liranta, M.; Salonen, J. S.; Heikkil _, M.; Amon, L.; Helmens, K.; Klimaschewski, A.; Kuhry, P.; Kultti, S.; Poska, A.; Shala, S.; Veski, S.; Birks, H. H.",2015,Plant macrofossil evidence for an early onset of the Holocene summer thermal maximum in northernmost Europe,Nature Communications,LakeSediment,0,11165,pollen,28,9,this compilation,wave1,398.75,NA,NA,NA,NA,Tumbulovaty.Kultti.2004.lpd.csv,LipD,LipD,pollen
665,422,2.7125,36.537,Turkana,Turkana.Berke.2012.lpd,360,Africa>Eastern Africa>Kenya,Africa>Eastern Africa>Kenya,"Berke, Melissa A.; Johnson, Thomas C.; Werne, Josef P.; Schouten, Stefan; Sinninghe Damste, Jaap S.",2012,A mid-Holocene thermal maximum at the end of the African Humid Period,Earth and Planetary Science Letters,LakeSediment,1093.599,6022.916,GDGT,57,9,www.ncdc.noaa.gov/paleo/study/16589,wave1,86.47924561,NA,NA,NA,NA,Turkana.Berke.2012.lpd.csv,LipD,LipD,GDGT
666,423,56.82,160.105,Two-Yourts Lake,TwoYourtsLake.Nazarova.2013.lpd,280,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Nazarova, Larisa; de Hoog, Verena; Hoff, Ulrike; Dirksen, Oleg; Diekmann, Bernhard",2013,Late Holocene climate and environmental changes in Kamchatka inferred from the subfossil chironomid record,Quaternary Science Reviews,LakeSediment,164.558,4500,chironomid,36,8,this compilation,wave1,120.4289444,NA,NA,NA,NA,TwoYourtsLake.Nazarova.2013.lpd.csv,LipD,LipD,chironomid
667,424,51.02,3.94,Uitbergen,Uitbergen.Verbruggen.1979.lpd,4,Europe>Western Europe>Belgium,Europe>Western Europe>Belgium,"Verbruggen, C.",1979,Paleoecologische en palynlogische benadering van enkele bekende historisch-geografisch problemen in Vlaaderen. Bronnen voor de historisch geografie van Belgie.,Handelingen van het Colloquium te Brussel,Peat,-9.89,4371.91,pollen,15,6,this compilation,wave1,292.12,NA,NA,NA,NA,Uitbergen.Verbruggen.1979.lpd.csv,LipD,LipD,pollen
668,425,67.37,62.75,Kharinei,Valiranta.Kharinei.2015.lpd,110,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"V _liranta, M.; Salonen, J. S.; Heikkil _, M.; Amon, L.; Helmens, K.; Klimaschewski, A.; Kuhry, P.; Kultti, S.; Poska, A.; Shala, S.; Veski, S.; Birks, H. H.",2015,Plant macrofossil evidence for an early onset of the Holocene summer thermal maximum in northernmost Europe,Nature Communications,LakeSediment,-43.7,11502.7,pollen,100,9,this compilation,wave1,115.464,NA,NA,NA,NA,Valiranta.Kharinei.2015.lpd.csv,LipD,LipD,pollen
669,426,38.5,43,Van,Van.VanZeist.1978.lpd,1645,Asia>Western Asia>Turkey,Asia>Western Asia>Turkey,"Van Zeist, W.; Woldring, H.",1978,A postglacial pollen diagram from Lake Van in east Anatolia,Review of Palaeobotany and Palynology,LakeSediment,53.5,10911.68,pollen,84,6,this compilation,wave1,129.2640476,NA,NA,NA,NA,Van.VanZeist.1978.lpd.csv,LipD,LipD,pollen
670,427,65.9,-18.3,Vatnamyri,Vatnamyri.Holmes.2011.lpd,220,Atlantic Ocean>North Atlantic Ocean>Iceland,Atlantic Ocean>North Atlantic Ocean>Iceland,"Caseldine, Chris; Langdon, Peter; Holmes, Naomi",2006,Early Holocene climate variability and the timing and extent of the Holocene Thermal Maximum (HTM) in northern Iceland,Quaternary Science Reviews,LakeSediment,7573.93,10915.528,chironomid,61,8,this compilation,wave1,54.78029508,NA,NA,NA,NA,Vatnamyri.Holmes.2011.lpd.csv,LipD,LipD,chironomid
671,428,50.62,16.2,Vernerovice,Vernerovice.Peichlova.1979.lpd,492,Europe>Eastern Europe>Czech Republic,Europe>Eastern Europe>Czech Republic,"Peichlova, M.",1979,Historie vegetace Broumovska [Vegetation history of the Broumovska region],NA,Peat,160.41,10941.91,pollen,38,6,this compilation,wave1,283.7236842,NA,NA,NA,NA,Vernerovice.Peichlova.1979.lpd.csv,LipD,LipD,pollen
672,429,59.82,6,Vestre Oykjamyrtorn,VestreOykjamyrtorn.EPD.lpd,570,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Bjune, Anne Elisabeth; Bakke, Jostein; Nesje, Atle; Birks, H. J.B.",2005,Holocene mean July temperature and winter precipitation in western Norway inferred from palynological and glaciological lake-sediment proxies,The Holocene,LakeSediment,-31.41,10971.93,pollen,99,6,this compilation,wave1,111.1448485,NA,NA,NA,NA,VestreOykjamyrtorn.EPD.lpd.csv,LipD,LipD,pollen
673,430,59.82,6,Vestre Oykjamyrtorn,VestreOykjamytjorn.Velle.2005.lpd,594,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Velle, Gaute; Brooks, Stephen J.; Birks, H.J.B.; Willassen, Endre",2005,chironomid as a tool for inferring Holocene climate: An assessment based on six sites in southern Scandinavia,Quaternary Science Reviews,LakeSediment,-53.4647,13070.7896,chironomid,82,9,this compilation,wave1,160.0518817,NA,NA,NA,NA,VestreOykjamytjorn.Velle.2005.lpd.csv,LipD,LipD,chironomid
674,431,-1.2317,33.1983,Lake Victoria,Victoria.Berke.2012.lpd,1133,Africa>Eastern Africa>Lake Victoria,Africa>Eastern Africa>Lake Victoria,"Berke, Melissa A.; Johnson, Thomas C.; Werne, Josef P.; Grice, Kliti; Schouten, Stefan; Sinninghe Damste, Jaap S.",2012,"Molecular records of climate variability and vegetation response since the Late Pleistocene in the Lake Victoria basin, East Africa",Quaternary Science Reviews,LakeSediment,NA,NA,GDGT,93,NA,www.ncdc.noaa.gov/paleo/study/16618,wave1,#VALUE!,NA,NA,NA,NA,Victoria.Berke.2012.lpd.csv,LipD,LipD,GDGT
676,433,66.25,15.72,Vuoksjavratje,Vuoksjavratje.Berntsson.2014.lpd,850,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Berntsson, Annika; Rosqvist, Gunhild C; Velle, Gaute",2014,"Late-Holocene temperature and precipitation changes in Vindelfj _llen, mid-western Swedish Lapland, inferred from chironomid and geochemical data",The Holocene,LakeSediment,-44.444,5083.333,chironomid,43,6,this compilation,wave1,119.2506279,NA,NA,NA,NA,Vuoksjavratje.Berntsson.2014.lpd.csv,LipD,LipD,chironomid
677,434,68.33,18.75,Vuolep Njakajaure,VuolepNjakajaure.Heinrichs.2006.lpd,409,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Heinrichs, Markus; Barnekow, Lena; Rosenberg, Sandra",2006,"A comparison of chironomid biostratigraphy from Lake Vuolep Njakajaure with vegetation, lake-level, and climate changes in Abisko National Park, Sweden",Journal of Paleolimnology,LakeSediment,NA,NA,chironomid,42,9,this compilation,wave1,#VALUE!,NA,NA,NA,NA,VuolepNjakajaure.Heinrichs.2006.lpd.csv,LipD,LipD,chironomid
678,435,53.44,8.87,Wachel 3,Wachel3.Doerfler.1989.lpd,17,Europe>Western Europe>Germany,Europe>Western Europe>Germany,"Doerfler, W.",1989,"Pollenanalytische Untersuchungen zur Vegetations- und Siedlungsgeschichte im Sueden des Landkreises Cuxhaven, Niedersachsen",Probleme der Kuestenforschung im suedlichen Nordseegebiet,LakeSediment,59.44,9985.34,pollen,104,6,this compilation,wave1,95.44134615,NA,NA,NA,NA,Wachel3.Doerfler.1989.lpd.csv,LipD,LipD,pollen
679,436,46.82,7.74,Wachseldorn Untermoos,WachseldornUntermoos.Oeschger.1980.lpd,980,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Oeschger, Hans; Welten, Max; Eicher, Ulrich; M苔ll, Markus; Riesen, Trudi; Siegenthaler, Ulrich; Wegm _ller, Samuel",1980,14C and other parameters during the Younger Dryas cold phase,Radiocarbon,Peat,70.45,10861.96,pollen,87,6,this compilation,wave1,124.0403448,NA,NA,NA,NA,WachseldornUntermoos.Oeschger.1980.lpd.csv,LipD,LipD,pollen
680,437,-79.4676,-112.08,WAIS Divide,WAISDivide.Fegyveresi.2016.lpd,1806,Antarctica,Antarctica,"Fegyveresi, John M.; Alley, Richard B.; Fitzpatrick, Joan J.; Cuffey, Kurt M.; McConnell, Joseph R.; Voigt, Donald E.; Spencer, Matthew K.; Stevens, Nathan T.",2016,"Five millennia of surface temperatures and ice core bubble characteristics from the WAIS Divide deep core, West Antarctica",Paleoceanography,GlacierIce,NA,NA,bubble frequency,55,NA,www.usap-dc.org/view/dataset/601224,wave1,#VALUE!,NA,NA,NA,NA,WAISDivide.Fegyveresi.2016.lpd.csv,LipD,LipD,bubble frequency
681,438,47.03,11.83,Waxeckalm,Waxeckalm.Huettemann.1987.lpd,16476,Europe>Western Europe>Austria,Europe>Western Europe>Austria,"Huettemann, H.; Bortenschlager, S.",1987,"Beitraege zur Vegetationsgeschichte Tirols VI: Riesengebirge, Hohe Tatra - Zillertal, Kuehtai",Ber. nat.-med. Verein Innsbruck,Peat,85.75,7749.49,pollen,53,6,this compilation,wave1,144.5988679,NA,NA,NA,NA,Waxeckalm.Huettemann.1987.lpd.csv,LipD,LipD,pollen
682,439,25.7747,-80.5056,WCA3B Gumbo Limbo Far Tail,WCA3BGumboLimboFarTail.Willard.2001.lpd,5,North America>United States Of America>Florida,North America>United States Of America>Florida,"Willard, D.A.; Weimer, L.M.; Riegel, W.L.",2001,Pollen assemblages as paleoenvironmental proxies in the Florida Everglades,Review of Palaeobotany and Palynology,LakeSediment,-40,4653,pollen,15,7,this compilation,wave1,312.8666667,NA,NA,NA,NA,WCA3BGumboLimboFarTail.Willard.2001.lpd.csv,LipD,LipD,pollen
683,440,25.7789,-80.5111,WCA3B Gumbo Limbo Marsh,WCA3BGumboLimboMarsh.Willard.2001.lpd,5,North America>United States Of America>Florida,North America>United States Of America>Florida,"Willard, D.A.; Weimer, L.M.; Riegel, W.L.",2001,Pollen assemblages as paleoenvironmental proxies in the Florida Everglades,Review of Palaeobotany and Palynology,LakeSediment,-34,4324,pollen,21,7,this compilation,wave1,207.5238095,NA,NA,NA,NA,WCA3BGumboLimboMarsh.Willard.2001.lpd.csv,LipD,LipD,pollen
684,441,43.33,-95.2,Lake West Okoboji,WestOkoboji.VanZant.1979.lpd,426,North America>United States Of America>Iowa,North America>United States Of America>Iowa,"Van Zant, Kent",1979,"Late Glacial and postglacial pollen and plant macrofossils from Lake West Okoboji, northwestern Iowa",Quaternary Research,LakeSediment,5,10697,pollen,105,7,this compilation,wave1,101.8285714,NA,NA,NA,NA,WestOkoboji.VanZant.1979.lpd.csv,LipD,LipD,pollen
686,443,52.69,0.34,Wiggenhall St. Germans,WiggenhallSt.Germans.Waller.1994.lpd,1,Europe>Northern Europe>British Isles>United Kingdom,Europe>Northern Europe>British Isles>United Kingdom,"Waller, M.P.",1994,Flandrian environmental change in Fenland,East Anglian Archaeology,Peat,85.25,5204.53,pollen,30,6,this compilation,wave1,170.6426667,NA,NA,NA,NA,WiggenhallSt.Germans.Waller.1994.lpd.csv,LipD,LipD,pollen
687,444,48.57,8.24,Wilder See beim Ruhestein,WilderSeebeimRuhestein.EPD.lpd,910,Europe>Western Europe>Germany,Europe>Western Europe>Germany,"Roesch, Manfred",2009,Botanical evidence for prehistoric and medieval land use in the Black Forest,Medieval Rural Settlement in Marginal Landscapes,LakeSediment,386.57,9644.12,pollen,259,6,this compilation,wave1,35.74343629,NA,NA,NA,NA,WilderSeebeimRuhestein.EPD.lpd.csv,LipD,LipD,pollen
688,445,49.8133,-117.8772,Windy Lake,Windy.Chase.2008.lpd,1814,North America>Canada>British Columbia,North America>Canada>British Columbia,"Chase, Marianne; Bleskie, Christina; Walker, Ian R.; Gavin, Daniel G.; Hu, Feng Sheng",2008,"Midge-inferred Holocene summer temperatures in southeastern British Columbia, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,NA,NA,chironomid,76,8,this compilation,wave1,#VALUE!,NA,NA,NA,NA,Windy.Chase.2008.lpd.csv,LipD,LipD,chironomid
689,446,-24.4391,28.7507,Wonderkrater,Wonderkrater.Truc.2013.lpd,1110,Africa>Southern Africa>South Africa,Africa>Southern Africa>South Africa,"Truc, Lo  c; Chevalier, Manuel; Favier, Charly; Cheddadi, Rachid; Meadows, Michael E.; Scott, Louis; Carr, Andrew S.; Smith, Gideon F.; Chase, Brian M.",2013,"Quantification of climate change for the last 20,000 years from Wonderkrater, South Africa: Implications for the long-term dynamics of the Intertropical Convergence Zone","Palaeogeography, Palaeoclimatology, Palaeoecology",Peat,-29,19825,pollen,56,8,this compilation,wave1,354.5357143,NA,NA,NA,NA,Wonderkrater.Truc.2013.lpd.csv,LipD,LipD,pollen
690,447,53.75,20.2,Woryty,Woryty.EPD.lpd,105,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Pawlikowski, M.; Ralska-Jasiewiczowa, M.; Schoenborn, W.; Stupnicka, E.; Szeroczynska, K.",1982,"Woryty near Gietrzwald, Olsztyn Lake District, NE Poland - vegetational history and lake development during the last 12,000 years",Acta Palaeobotanica,LakeSediment,347.14,10981.77,pollen,84,6,this compilation,wave1,126.6027381,NA,NA,NA,NA,Woryty.EPD.lpd.csv,LipD,LipD,pollen
691,448,33.3792,101.1035,Lake Ximencuo,Ximencuo.Herzschuh.2014.lpd,4000,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Herzschuh, Ulrike; Borkowski, Janett; Schewe, Jacob; Mischke, Steffen; Tian, Fang",2014,Moisture-advection feedback supports strong early-to-mid Holocene monsoon climate on the eastern Tibetan Plateau as inferred from a pollen-based reconstruction,"Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,NA,NA,pollen,108,9,this compilation,wave1,#VALUE!,NA,NA,NA,NA,Ximencuo.Herzschuh.2014.lpd.csv,LipD,LipD,pollen
692,449,24.34,102.79,Xingyun Lake,XingyunLake.Wu.2018.lpd,1722,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Wu, Duo; Chen, Xuemei; Lv, Feiya; Brenner, Mark; Curtis, Jason; Zhou, Aifeng; Chen, Jianhui; Abbott, Mark; Yu, Junqing; Chen, Fahu",2018,Decoupled early Holocene summer temperature and monsoon precipitation in southwest China,Quaternary Science Reviews,LakeSediment,-27,14192,pollen,67,18,this compilation,wave1,212.2238806,NA,NA,NA,NA,XingyunLake.Wu.2018.lpd.csv,LipD,LipD,pollen
693,450,42.28,140.26,Yakumo,Yakumo.Leipe.2013.lpd,7,Asia>Eastern Asia>Japan,Asia>Eastern Asia>Japan,"Leipe, Christian; Kito, Norio; Sakaguchi, Yumi; Tarasov, Pavel E.",2013,"Vegetation and climate history of northern Japan inferred from the 5500-year pollen record from the Oshima Peninsula, SW Hokkaido",Quaternary International,Peat,40,5506,pollen,38,NA,10.1594/PANGAEA.785354,wave1,143.8421053,NA,NA,NA,NA,Yakumo.Leipe.2013.lpd.csv,LipD,LipD,pollen
694,451,-62.221,-58.96,Yanou Lake,Yanou.Foster.2016.lpd,14.5,Antarctica,Antarctica,"Roberts, Stephen J.; Monien, Patrick; Foster, Louise C.; Loftfield, Julia; Hocking, Emma P.; Schnetger, Bernhard; Pearson, Emma J.; Juggins, Steve; Fretwell, Peter; Ireland, Louise; Ochyra, Ryszard; Haworth, Anna R.; Allen, Claire S.; Moreton, Steven G.; Davies, Sarah J.; Brumsack, Hans-J _rgen; Bentley, Michael J.; Hodgson, Dominic A.",2017,Past penguin colony responses to explosive volcanism on the Antarctic Peninsula,Nature Communications,LakeSediment,NA,NA,GDGT,41,3,doi.org/10.5285/df50e30a-0672-461a-928e-aafafb45fd55,wave1,#VALUE!,NA,NA,NA,NA,Yanou.Foster.2016.lpd.csv,LipD,LipD,GDGT
695,452,62.13,22.87,Ylimysneva,Ylimysneva.Huttunen.1990.lpd,172,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Huttunen, A.",1990,Vegetation and palaeoecology of a bog complex in southern Finland.,Aquilo ser. Bot.,Peat,-40.1,9471.38,pollen,51,6,this compilation,wave1,186.4996078,NA,NA,NA,NA,Ylimysneva.Huttunen.1990.lpd.csv,LipD,LipD,pollen
696,453,51.8519,19.7811,Zabieniec,Zabieniec.Plociennik.2011.lpd,180,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"P   _ciennik, Mateusz; Self, Angela; Birks, H. John B.; Brooks, Stephen J.",2011,chironomidae (Insecta: Diptera) succession in   abieniec bog and its palaeo-lake (central Poland) through the Late Weichselian and Holocene,"Palaeogeography, Palaeoclimatology, Palaeoecology",Peat,-50,14068.949,NA,0,8,www.ncdc.noaa.gov/paleo/study/28418,wave1,#DIV/0!,NA,NA,NA,NA,Zabieniec.Plociennik.2011.lpd.csv,LipD,LipD,others
697,454,49.75,25.45,Zalozhtsy,Zalozhtsy.Bezusko.1992.lpd,320,Europe>Eastern Europe>Ukraine,Europe>Eastern Europe>Ukraine,"Bezusko, L.G.; Kajutkina, T.M.; Kovalyukh, N.N.",1992,YIII s'ezd Ukrainskovo botanicheskogo obschestva [New data of Allerod vegetation of Ukraine],NA,Peat,304.62,9905.4,pollen,24,6,this compilation,wave1,400.0325,NA,NA,NA,NA,Zalozhtsy.Bezusko.1992.lpd.csv,LipD,LipD,pollen
698,455,49.83,14.33,Zbudovska blata,Zbudovskablata.Rybnickova.1975.lpd,380,Europe>Eastern Europe>Czech Republic,Europe>Eastern Europe>Czech Republic,"Rybn _  kov  , Eli  ka; Rybn _  ek, Kamil; Jankovsk  , Vlasta",1975,"Palaeoecological investigations of buried peat profiles from the Zbudovsk   blata marshes, southern Bohemia",Folia Geobotanica et Phytotaxonomica,Peat,-11.85,9987.83,pollen,22,6,this compilation,wave1,454.5309091,NA,NA,NA,NA,Zbudovskablata.Rybnickova.1975.lpd.csv,LipD,LipD,pollen
699,,62.975,-17.5894,RAPiD-10-1P,,-1237,,,"Thornalley et al., 2011",2011,,,,,,Mg/Ca,,,,,111,,,,,1.csv,Jones,New Compilation,Mg/Ca
700,,62.2931,-17.1334,RAPiD-15-4P,,-2133,,,"Thornalley et al., 2011",2011,,,,,,Mg/Ca,,,,,162,,,,,2.csv,Jones,New Compilation,Mg/Ca
701,,62.2931,-17.1334,RAPiD-15-4P,,-2133,,,"Thornalley et al., 2011",2011,,,,,,Mg/Ca,,,,,162,,,,,3.csv,Jones,New Compilation,Mg/Ca
702,,62.2931,-17.1334,RAPiD-15-4P,,-2133,,,"Thornalley et al., 2011",2011,,,,,,Mg/Ca,,,,,162,,,,,4.csv,Jones,New Compilation,Mg/Ca
703,,59.2307,166.9888,SO201-2-114KL,,-1394,,,Max et al. 2012,2012,,,,,,UK37,,,,,90,,,,,5.csv,Marcott,New Compilation,UK37
704,,58.87,-137.1,EW0408-66JC,,-426,,,"Praetorius et al., 2016",2016,,,,,,UK37,,,,,100,,,,,6.csv,Jones,New Compilation,UK37
705,,57.505,170.4132,SO201-2-85,,-975,,,Max et al. 2012,2012,,,,,,UK37,,,,,200,,,,,7.csv,Marcott,New Compilation,UK37
706,,57.505,170.4132,SO201-2-85,,-975,,,Riethdorf et al. 2013,2013,,,,,,Mg/Ca,,,,,455,,,,,8.csv,Hupp,New Compilation,Mg/Ca
707,,56.96,-136.43,EW0408-26TCJC,,-1623,,,"Praetorius et al., 2016",2016,,,,,,UK37,,,,,64,,,,,9.csv,Jones,New Compilation,UK37
708,,56.3303,170.6988,SO201-2-77,,-2130,,,Max et al. 2012,2012,,,,,,UK37,,,,,250,,,,,10.csv,Marcott,New Compilation,UK37
709,,56.3303,170.6988,SO201-2-77,,-2130,,,Riethdorf et al. 2013,2013,,,,,,Mg/Ca,,,,,437,,,,,11.csv,Hupp,New Compilation,Mg/Ca
710,,53.9927,162.3758,SO201-2-12KL,,-2173,,,Max et al. 2012,2012,,,,,,UK37,,,,,120,,,,,12.csv,Marcott,New Compilation,UK37
711,,53.9927,162.3758,SO201-2-12KL,,-2173,,,Riethdorf et al. 2013,2013,,,,,,Mg/Ca,,,,,141,,,,,13.csv,Hupp,New Compilation,Mg/Ca
712,,49.3757,152.8779,LV29-114-3,,-1762,,,Max et al. 2012,2012,,,,,,UK37,,,,,200,,,,,14.csv,Marcott,New Compilation,UK37
713,,49.3757,152.8779,LV29-114-3,,-1762,,,Riethdorf et al. 2013,2013,,,,,,Mg/Ca,,,,,183,,,,,15.csv,Hupp,New Compilation,Mg/Ca
714,,47.4855,7.0161,MilandreCave_M6-M8,,420,,,Affolter et al. 2019,2019,,,,,,dD,,,,,50,,,,,16.csv,Marcott,New Compilation,dD
715,,41.354167,-83.8125,Silver_Lake,,332,,,"Watson et al., 2018",2018,,,,,,GDGT,,,,,75,,,,,17.csv,Jones,New Compilation,GDGT
716,,40.667,-82.137,Bonnet_Lake,,285,,,D. Fastovich聽et al. (in revision) &  D. Fastovich et al. (in-prep),,,,,,,GDGT,,,,,120,,,,,18.csv,McDowell,New Compilation,GDGT
717,,38.8112,100.37,LQDP05-1Fs,,3192,,,"Hou et al., 2016",2016,,,,,,UK37,,,,,85,,,,,19.csv,Jones,New Compilation,UK37
718,,36.799,-91.089,Cupola_Pond,,243,,,D. Fastovich聽et al. (in prep),,,,,,,GDGT,,,,,345,,,,,20.csv,McDowell,New Compilation,GDGT
719,,36.2,-4.3,ODP-976,,-1108,,,Jime虂nez-Amat and Zahn 2015,2015,,,,,,Mg/Ca,,,,,129,,,,,21.csv,Hupp,New Compilation,Mg/Ca
720,,36.2,-4.3,ODP-976,,-1108,,,Martrat et al. 2014,2014,,,,,,UK37,,,,,38,,,,,22.csv,Hupp,New Compilation,UK37
721,,36.17357,-2.75467,TTR-12-293G,,-1840,,,"Rodrigo-Gamiz et al., 2014",2014,,,,,,UK37,,,,,201,,,,,23.csv,Jones,New Compilation,UK37
722,,36.17357,-2.75467,TTR-12-293G,,-1840,,,"Rodrigo-Gamiz et al., 2014",2014,,,,,,LDI,,,,,201,,,,,24.csv,Jones,New Compilation,LDI
723,,36.1,-2.6,MD95-2043,,-1841,,,Martrat et al. 2014,2014,,,,,,UK37,,,,,132,,,,,25.csv,Hupp,New Compilation,UK37
724,,34.16667,-80.775,White_Pond,,90,,,T. R. Krause聽et al. 2018,2018,,,,,,GDGT,,,,,240,,,,,26.csv,McDowell,New Compilation,GDGT
725,,31.617333,128.9975,IODPU1429,,-732,,,"Clemens et al., 2018",2018,,,,,,UK37,,,,,165,,,,,27.csv,Jones,New Compilation,UK37
726,,31.617333,128.9975,IODPU1429,,-732,,,"Clemens et al., 2018",2018,,,,,,Mg/Ca,,,,,165,,,,,28.csv,Jones,New Compilation,Mg/Ca
727,,29.8392,-81.9579,Sheelar_Lake,,144,,,D. Fastovich聽et al. (in prep),,,,,,,GDGT,,,,,210,,,,,29.csv,McDowell,New Compilation,GDGT
728,,27.4835,-112.0743,MD02-2515,,-881,,,"McClymont et al., 2012",2012,,,,,,UK37,,,,,65,,,,,30.csv,Jones,New Compilation,UK37
729,,27.4835,-112.0743,MD02-2515,,-881,,,"McClymont et al., 2012",2012,,,,,,TEX86,,,,,75,,,,,31.csv,Jones,New Compilation,TEX86
730,,24.3336,-83.254,KNR166-2-26JPC,,-546,,,"Schmidt and Lynch-Steiglitz, 2011",2011,,,,,,Mg/Ca,,,,,100,,,,,32.csv,Jones,New Compilation,Mg/Ca
731,,23.6,64.2,SO90-93KL,,-1802,,,Boll et al. 2010,2010,,,,,,UK37,,,,,312,,,,,33.csv,Hupp,New Compilation,UK37
732,,21.2303,118.0513,SO204B,,-1822,,,"Yang et al., 2019",2019,,,,,,Mg/Ca,,,,,225,,,,,34.csv,Jones,New Compilation,Mg/Ca
733,,21.2303,118.0513,SO204B,,-1822,,,"Yang et al., 2019",2019,,,,,,Mg/Ca,,,,,225,,,,,35.csv,Jones,New Compilation,Mg/Ca
734,,21,61.5,MD00-2345,,-2740,,,Boll et al. 2010,2010,,,,,,UK37,,,,,144,,,,,36.csv,Hupp,New Compilation,UK37
735,,20.2133,-18.4517,GeoB7926-2,,-2500,,,"Kim et al., 2012",2012,,,,,,UK37,,,,,160,,,,,37.csv,Jones,New Compilation,UK37
736,,20.2133,-18.4517,GeoB7926-2,,-2500,,,"Kim et al., 2012",2012,,,,,,TEX86,,,,,153,,,,,38.csv,Jones,New Compilation,TEX86
737,,19.85,115.34,GHE27L,,-1533,,,"Yang et al., 2019",2019,,,,,,Mg/Ca,,,,,152,,,,,39.csv,Jones,New Compilation,Mg/Ca
738,,19.743,89.8793,SO188-17286-1,,-1428,,,"Lauterbach et al., 2020",2020,,,,,,UK37,,,,,215,,,,,40.csv,Jones,New Compilation,UK37
739,,19.2018,37.0415,GeoB9310-4,,-543,,,Weldeab et al. 2014,2014,,,,,,Mg/Ca,,,,,110,,,,,41.csv,Marcott,New Compilation,Mg/Ca
740,,18.565,37.38,GeoB9307-3,,-542,,,Weldeab et al. 2014,2014,,,,,,Mg/Ca,,,,,140,,,,,42.csv,Marcott,New Compilation,Mg/Ca
741,,16.0605,82.0215,MD161-17,,-790,,,"Panmei et al., 2017",2017,,,,,,Mg/Ca,,,,,58,,,,,43.csv,Jones,New Compilation,Mg/Ca
742,,15.4983,-17.948,GeoB9508-5,,-2384,,,"Zarriess et al., 2011",2011,,,,,,Mg/Ca,,,,,310,,,,,44.csv,Marcott,New Compilation,Mg/Ca
743,,12.15,44.4,RC09-166,,-738,,,"Tierney et al., 2017",2017,,,,,,UK37,,,,,1300,,,,,45.csv,Jones,New Compilation,UK37
744,,12,37.25,03TL3,,1830,,,"Loomis et al., 2015",2015,,,,,,GDGT,,,,,200,,,,,46.csv,Jones,New Compilation,GDGT
745,,11.955,44.3,P178-15P,,-869,,,"Tierney et al., 2016",2016,,,,,,TEX86,,,,,410,,,,,47.csv,McDowell,New Compilation,TEX86
746,,11.955,44.3,P178-15P,,-869,,,"Tierney et al., 2016",2016,,,,,,UK37,,,,,410,,,,,48.csv,McDowell,New Compilation,UK37
747,,11.955,44.3,P178-15P,,-869,,,"Tierney et al., 2016",2016,,,,,,Mg/Ca,,,,,430,,,,,49.csv,McDowell,New Compilation,Mg/Ca
748,,11.33,-66.63,VM12-107,,-1079,,,"Schmidt et al., 2012",2012,,,,,,Mg/Ca,,,,,170,,,,,50.csv,Jones,New Compilation,Mg/Ca
749,,11.33,-66.63,VM12-107,,-1079,,,"Schmidt et al., 2012",2012,,,,,,Mg/Ca,,,,,170,,,,,51.csv,Jones,New Compilation,Mg/Ca
750,,10.9775,74.9993,SK237-GC04,,-1245,,,Saraswat et al. 2013,2013,,,,,,Mg/Ca,,,,,110,,,,,52.csv,Marcott,New Compilation,Mg/Ca
751,,7.85583,-83.60833,ME0005A-43JC,,-1368,,,NA,,,,,,,UK37,,,,,NA,,,,,53.csv,NA,New Compilation,UK37
752,,6.4762,125.832,MD06-3075,,-1878,,,Fraser et al. 2014,2014,,,,,,UK37,,,,,370,,,,,54.csv,Marcott,New Compilation,UK37
753,,4.81,4.45,Fan17,,-1178,,,"Parker et al., 2016",2016,,,,,,Mg/Ca,,,,,168,,,,,55.csv,Jones,New Compilation,Mg/Ca
754,,4.81,4.45,Fan17,,-1178,,,"Schmidt et al., 2017",2017,,,,,,Mg/Ca,,,,,168,,,,,56.csv,Jones,New Compilation,Mg/Ca
